order_id,order_date,amount,product_id
1295,27-05-2024,5351,117
1296,05-05-2024,9528,104
1297,22-05-2024,4931,143
1298,26-05-2024,1961,116
1299,17-05-2024,2247,140
1300,21-05-2024,9122,117
1301,23-06-2024,4775,124
1302,07-06-2024,5192,109
1303,09-06-2024,5942,138
1304,20-06-2024,7393,116
1305,28-06-2024,8244,134
1306,12-06-2024,9430,149
1307,22-06-2024,4719,130
1308,04-06-2024,7870,104
1309,22-06-2024,1637,135
1310,15-06-2024,8623,114
1311,16-06-2024,8728,136
1312,06-06-2024,2737,142
1313,25-06-2024,7097,107
1314,10-06-2024,5612,139
1315,25-06-2024,489,103
1316,15-06-2024,5770,115
1317,17-06-2024,4669,110
1318,25-06-2024,746,126
1319,01-06-2024,8871,108
1320,12-06-2024,1888,131
1321,08-06-2024,783,126
1322,25-06-2024,7143,106
1323,12-06-2024,5410,106
1324,06-06-2024,5482,137
1325,20-06-2024,6025,147
1326,04-06-2024,717,126
1327,07-06-2024,1784,119
1328,22-06-2024,2157,103
1329,04-06-2024,2533,116
1330,05-06-2024,1724,102
1331,18-06-2024,1418,115
1332,27-06-2024,708,134
1333,08-06-2024,180,105
1334,12-06-2024,7848,139
1335,05-06-2024,1925,149
1336,12-06-2024,894,110
1337,20-06-2024,5730,128
1338,25-06-2024,8110,136
1339,14-06-2024,6120,149
1340,15-06-2024,1518,120
1341,18-06-2024,2533,116
1342,28-06-2024,3012,148
1343,11-06-2024,6665,122
1344,18-06-2024,8999,129
1345,01-06-2024,4076,107
1346,28-06-2024,7227,148
1347,02-06-2024,1350,147
1348,02-06-2024,171,117
1349,02-06-2024,5110,138
1350,10-06-2024,3965,148
1351,04-06-2024,8770,114
1352,22-06-2024,9141,113
1353,20-06-2024,9353,126
1354,17-06-2024,5476,114
1355,20-06-2024,4811,115
1356,14-06-2024,2093,103
1357,05-06-2024,1124,104
1358,11-06-2024,9113,137
1359,10-06-2024,9469,124
1360,16-06-2024,9323,137
1361,21-07-2024,8249,106
1362,08-07-2024,4336,105
1363,07-07-2024,9286,138
1364,02-07-2024,3132,127
1365,27-07-2024,4053,118
1366,07-07-2024,6651,131
1367,19-07-2024,8517,130
1368,23-07-2024,7062,101
1369,21-07-2024,4308,120
1370,07-07-2024,2212,107
1371,07-07-2024,1233,101
1372,15-07-2024,398,146
1373,05-07-2024,2605,112
1374,14-07-2024,483,111
1375,07-07-2024,5707,107
1376,21-07-2024,7159,131
1377,21-07-2024,5741,144
1378,26-07-2024,4695,128
1379,18-07-2024,9019,146
1380,24-07-2024,3567,119
1381,11-07-2024,6715,109
1382,23-07-2024,1052,150
1383,24-07-2024,901,132
1384,22-07-2024,7629,109
1385,12-07-2024,2468,149
1386,06-07-2024,9334,148
1387,10-07-2024,7178,148
1388,07-07-2024,3650,108
1389,02-07-2024,9031,138
1390,02-07-2024,4633,146
1391,03-07-2024,9775,144
1392,19-07-2024,5384,103
1393,24-07-2024,9787,139
1394,19-07-2024,1995,108
1395,18-07-2024,5505,134
1396,16-07-2024,3286,137
1397,05-07-2024,7727,106
1398,02-07-2024,408,105
1399,10-07-2024,2920,140
1400,25-07-2024,8880,119
1401,18-07-2024,5748,112
1402,01-07-2024,9378,114
1403,07-07-2024,3177,130
1404,06-07-2024,6295,116
1405,24-07-2024,4311,105
1406,15-07-2024,8719,135
1407,28-07-2024,9621,123
1408,28-07-2024,9317,124
1409,24-07-2024,2422,134
1410,08-07-2024,4488,127
1411,15-07-2024,9767,122
1412,17-07-2024,3939,130
1413,08-07-2024,2177,104
1414,21-07-2024,3685,120
1415,12-07-2024,5385,140
1416,05-07-2024,6618,105
1417,11-07-2024,7062,105
1418,02-07-2024,342,122
1419,19-07-2024,913,123
1420,08-07-2024,7178,111
1421,08-08-2024,3025,127
1422,04-08-2024,5905,149
1423,25-08-2024,4557,145
1424,17-08-2024,7439,118
1425,09-08-2024,1280,146
1426,18-08-2024,9259,120
1427,24-08-2024,7782,139
1428,26-08-2024,8059,119
1429,01-08-2024,3437,118
1430,18-08-2024,6521,139
1431,24-08-2024,4149,142
1432,03-08-2024,4489,119
1433,22-08-2024,4584,129
1434,25-08-2024,6252,103
1435,16-08-2024,4344,122
1436,09-08-2024,3219,148
1437,10-08-2024,8090,104
1438,26-08-2024,3367,123
1439,27-08-2024,5819,135
1440,24-08-2024,3697,104
1441,20-08-2024,6009,128
1442,08-08-2024,3970,143
1443,02-08-2024,7237,150
1444,18-08-2024,7371,121
1445,01-08-2024,1597,101
1446,03-08-2024,8202,129
1447,10-08-2024,6016,116
1448,15-08-2024,7274,144
1449,15-08-2024,2378,123
1450,05-08-2024,2328,140
1451,25-08-2024,771,107
1452,17-08-2024,6462,143
1453,14-08-2024,6130,126
1454,14-08-2024,8781,123
1455,08-08-2024,4696,137
1456,18-08-2024,2066,139
1457,28-08-2024,456,130
1458,18-08-2024,3128,148
1459,18-08-2024,6204,109
1460,09-08-2024,6233,133
1461,20-08-2024,3208,104
1462,12-08-2024,3626,150
1463,20-08-2024,8519,149
1464,07-08-2024,1065,119
1465,08-08-2024,1679,118
1466,07-08-2024,8254,121
1467,21-08-2024,7062,117
1468,23-08-2024,7866,117
1469,28-08-2024,1332,142
1470,24-08-2024,2111,134
1471,24-08-2024,2359,128
1472,01-08-2024,916,126
1473,10-08-2024,2555,135
1474,16-08-2024,9501,123
1475,10-08-2024,5995,129
1476,10-08-2024,603,131
1477,06-08-2024,9593,106
1478,28-08-2024,3474,136
1479,22-08-2024,4194,123
1480,03-08-2024,6984,112
1481,11-09-2024,6360,147
1482,19-09-2024,6860,150
1483,09-09-2024,6017,126
1484,03-09-2024,3358,102
1485,13-09-2024,9092,125
1486,01-09-2024,1869,114
1487,23-09-2024,9153,121
1488,13-09-2024,4317,119
1489,27-09-2024,8142,131
1490,12-09-2024,269,128
1491,14-09-2024,3453,127
1492,14-09-2024,2945,108
1493,13-09-2024,8122,116
1494,28-09-2024,1180,105
1495,10-09-2024,4500,109
1496,25-09-2024,5451,143
1497,15-09-2024,7262,104
1498,16-09-2024,152,103
1499,13-09-2024,5889,103
1500,20-09-2024,2717,124
1501,12-09-2024,5372,127
1502,05-09-2024,7501,106
1503,25-09-2024,544,131
1504,22-09-2024,6337,116
1505,15-09-2024,3147,129
1506,15-09-2024,9056,129
1507,02-09-2024,3313,127
1508,17-09-2024,3410,122
1509,17-09-2024,3701,132
1510,24-09-2024,3096,147
1511,15-09-2024,3777,146
1512,07-09-2024,2926,145
1513,07-09-2024,684,147
1514,28-09-2024,9687,144
1515,08-09-2024,5270,111
1516,26-09-2024,900,119
1517,01-09-2024,477,130
1518,24-09-2024,6818,130
1519,23-09-2024,118,139
1520,13-09-2024,8005,139
1521,06-09-2024,8170,137
1522,02-09-2024,5121,116
1523,10-09-2024,7745,121
1524,17-09-2024,5801,126
1525,21-09-2024,488,138
1526,02-09-2024,2581,120
1527,15-09-2024,7257,145
1528,24-09-2024,522,110
1529,20-09-2024,5584,106
1530,06-09-2024,4663,104
1531,09-09-2024,5623,139
1532,16-09-2024,3129,136
1533,20-09-2024,8949,138
1534,04-09-2024,3209,117
1535,11-09-2024,5067,101
1536,26-09-2024,5262,128
1537,20-09-2024,8669,133
1538,23-09-2024,8797,150
1539,09-09-2024,7337,127
1540,18-09-2024,1290,111
1541,20-10-2024,9160,139
1542,09-10-2024,1759,148
1543,08-10-2024,9911,133
1544,21-10-2024,872,122
1545,16-10-2024,624,116
1546,27-10-2024,7701,121
1547,01-10-2024,7859,122
1548,01-10-2024,7884,146
1549,04-10-2024,5510,116
1550,16-10-2024,6508,140
1551,16-10-2024,5083,130
1552,06-10-2024,9110,123
1553,04-10-2024,2514,121
1554,07-10-2024,126,139
1555,14-10-2024,9029,141
1556,10-10-2024,5092,125
1557,13-10-2024,1089,134
1558,05-10-2024,7919,141
1559,06-10-2024,457,145
1560,23-10-2024,6733,137
1561,11-10-2024,1227,150
1562,01-10-2024,5219,147
1563,09-10-2024,4840,109
1564,22-10-2024,5447,117
1565,10-10-2024,1910,121
1566,24-10-2024,9284,113
1567,05-10-2024,1671,103
1568,10-10-2024,9047,106
1569,05-10-2024,4846,121
1570,17-10-2024,1291,142
1571,24-10-2024,1628,112
1572,23-10-2024,6940,150
1573,17-10-2024,6372,140
1574,25-10-2024,3755,144
1575,01-10-2024,1951,144
1576,14-10-2024,2036,145
1577,28-10-2024,2709,146
1578,17-10-2024,4746,148
1579,26-10-2024,3620,148
1580,23-10-2024,4246,110
1581,10-10-2024,4257,133
1582,19-10-2024,7013,140
1583,05-10-2024,566,150
1584,25-10-2024,7410,115
1585,03-10-2024,3115,128
1586,08-10-2024,9829,145
1587,21-10-2024,968,111
1588,09-10-2024,4309,112
1589,08-10-2024,2165,144
1590,20-10-2024,2459,136
1591,06-10-2024,741,110
1592,22-10-2024,1995,106
1593,14-10-2024,9219,150
1594,27-10-2024,3978,144
1595,15-10-2024,1719,124
1596,10-10-2024,2459,117
1597,01-10-2024,3297,107
1598,24-10-2024,7922,101
1599,03-10-2024,9254,145
1600,23-10-2024,4856,109
1601,11-11-2024,1152,139
1602,07-11-2024,1687,113
1603,25-11-2024,2210,133
1604,19-11-2024,6568,107
1605,07-11-2024,4930,112
1606,25-11-2024,1651,120
1607,27-11-2024,5520,130
1608,22-11-2024,4064,150
1609,11-11-2024,4744,111
1610,08-11-2024,703,138
1611,11-11-2024,4824,130
1612,24-11-2024,8081,111
1613,04-11-2024,1528,148
1614,20-11-2024,7293,112
1615,17-11-2024,4969,113
1616,19-11-2024,5247,146
1617,18-11-2024,9171,125
1618,22-11-2024,3234,120
1619,26-11-2024,2424,102
1620,10-11-2024,7508,102
1621,15-11-2024,4795,149
1622,05-11-2024,8130,120
1623,14-11-2024,1154,143
1624,08-11-2024,1312,117
1625,03-11-2024,5263,127
1626,17-11-2024,4519,105
1627,10-11-2024,9379,134
1628,12-11-2024,3952,131
1629,04-11-2024,2810,147
1630,28-11-2024,161,125
1631,11-11-2024,8626,110
1632,20-11-2024,294,125
1633,26-11-2024,4013,109
1634,05-11-2024,3718,145
1635,13-11-2024,6016,146
1636,05-11-2024,1572,101
1637,07-11-2024,3956,104
1638,22-11-2024,222,101
1639,14-11-2024,8876,119
1640,10-11-2024,3023,104
1641,27-11-2024,8297,115
1642,19-11-2024,5973,109
1643,15-11-2024,484,102
1644,07-11-2024,9658,107
1645,26-11-2024,3530,128
1646,01-11-2024,5882,138
1647,16-11-2024,9417,148
1648,14-11-2024,5588,111
1649,25-11-2024,8883,117
1650,10-11-2024,4931,117
1651,07-11-2024,5230,107
1652,25-11-2024,2667,137
1653,05-11-2024,825,103
1654,06-11-2024,5673,119
1655,15-11-2024,2641,130
1656,15-11-2024,9907,130
1657,17-11-2024,1015,113
1658,02-11-2024,9534,138
1659,21-11-2024,9155,107
1660,14-11-2024,8594,148
1661,25-12-2024,6256,128
1662,24-12-2024,5881,123
1663,27-12-2024,7517,111
1664,09-12-2024,7900,103
1665,03-12-2024,4151,101
1666,04-12-2024,6547,144
1667,26-12-2024,5488,118
1668,28-12-2024,5874,107
1669,22-12-2024,2576,112
1670,15-12-2024,8562,109
1671,21-12-2024,8369,117
1672,04-12-2024,9925,142
1673,10-12-2024,2849,119
1674,19-12-2024,5794,131
1675,12-12-2024,3472,125
1676,09-12-2024,3633,101
1677,03-12-2024,6020,141
1678,04-12-2024,7981,129
1679,28-12-2024,9385,101
1680,11-12-2024,808,119
1681,19-12-2024,8035,111
1682,08-12-2024,3319,107
1683,12-12-2024,5056,126
1684,22-12-2024,4298,127
1685,10-12-2024,4805,131
1686,26-12-2024,5434,120
1687,16-12-2024,8646,142
1688,26-12-2024,6459,108
1689,18-12-2024,7307,145
1690,24-12-2024,6167,103
1691,02-12-2024,4779,120
1692,27-12-2024,9052,128
1693,07-12-2024,1440,150
1694,02-12-2024,4741,132
1695,05-12-2024,9756,121
1696,18-12-2024,4407,139
1697,02-12-2024,2825,131
1698,12-12-2024,1954,115
1699,05-12-2024,6859,109
1700,03-12-2024,5531,126
1701,13-12-2024,5125,148
1702,18-12-2024,1216,126
1703,28-12-2024,3364,128
1704,26-12-2024,9565,129
1705,05-12-2024,1623,116
1706,10-12-2024,9604,139
1707,09-12-2024,7685,107
1708,11-12-2024,5253,143
1709,09-12-2024,2473,144
1710,06-12-2024,1103,141
1711,09-12-2024,4433,135
1712,24-12-2024,741,102
1713,01-12-2024,9067,109
1714,03-12-2024,8267,112
1715,11-12-2024,6645,147
1716,10-12-2024,9567,118
1717,26-12-2024,1583,107
1718,24-12-2024,5697,141
1719,15-12-2024,3111,107
1720,21-12-2024,1287,149
